Request Index,Car linear displacement,Car angular displacement,Engine linear displacement,Driver linear displacement,Rear linear displacement,Front linear displacement,Car linear velocity,Car angular velocity,Engine linear velocity,Driver linear velocity,Rear linear velocity,Front linear velocity,Car linear acceleration,Car angular acceleration,Engine linear acceleration,Driver linear acceleration,Rear linear acceleration,Front linear acceleration,Car equivalente force,Car equivalente torque,Engine equivalente force,Driver equivalente force,Rear equivalente force,Front equivalente force
0,-0.16043833518931552,0.31978119321375015,-0.18798333208018997,-0.1816525022978284,-0.30453259651080367,-0.2903072581779961,-2.126523389263676,-6.340137443944028,2.243989000208164,-3.370268869034713,-7.67717909040565,-8.79754544892333,55.83574812302875,192.305560744242,117.01832198523877,102.18613486646254,371.50335411044256,-713.7232143836648
1,-0.16092763507279212,0.32022516637842263,-0.18135206240797966,-0.18109805510729915,-0.30483323007855667,-0.2903406709900856,-2.1110488665942535,-6.337508569648392,2.456293353382529,-3.390306439217015,-7.599659979664932,-8.796998534159972,55.322015521468984,196.41417726324386,-91.86609400224903,106.10123798883384,367.1848994952845,-713.7086006798801
2,-0.16086622776310752,0.3204261070003851,-0.18028373484163884,-0.1812190038550306,-0.30478144336303864,-0.2903541392150971,-2.090821275090579,-6.363864061790386,2.4016847123909977,-3.3942474694310274,-7.606027078403279,-8.796857606379884,56.81377047131154,195.03244233332902,82.13554427714449,105.67238057799183,364.5575204274488,-713.6936458653537
3,-0.16087494125855561,0.320420412685464,-0.17835905959892492,-0.1812603036194951,-0.304927464382864,-0.29035161994822023,-2.0908011059037426,-6.382569128134629,2.65304438559864,-3.3920386134627387,-7.5949828436346065,-8.796980147735223,-59.09083457851003,196.63703019252398,149.44761877770193,104.94706650539683,358.5972578861397,-713.6803307520454
4,-0.16079994330460934,0.32054501832034904,-0.17951422558286703,-0.181291294781416,-0.30486683940971976,-0.2903458946734579,-2.097403231234174,-6.347178620239013,2.3684047649438504,-3.3903795711727396,-7.583453200311154,-8.797187301322976,57.85229834421884,199.06833025895932,101.38398023223245,104.99121665973067,368.04968872880346,-713.6694981674533
5,-0.16079823116269687,0.32053505171347985,-0.17947068782954376,-0.18129370140440657,-0.30486149494899517,-0.29034542838728533,-2.0978937192870406,-6.347952905181557,2.376145314127674,-3.3902877181303315,-7.585395168939823,-8.797206633998265,58.2552877376048,199.14194010778544,101.44065778722262,105.0044779553451,367.8670392278554,-713.6686253419987
6,-0.16081093409641292,0.3205228385122895,-0.17884154327338844,-0.18131162817997526,-0.3048721671148292,-0.2903417692530173,-2.1008410137670683,-6.356294589680577,2.310934257484841,-3.389729048285824,-7.594723314894796,-8.797383188743769,60.609644544227585,198.7562682626518,86.34414059818192,105.08911168074326,364.7980321169381,-713.6610714716602
7,-0.1608262555670197,0.32053218468901135,-0.17879822759933267,-0.18132049233262731,-0.3048757130947667,-0.29033987636924546,-2.1012867424572916,-6.3554410923816125,2.3065773957033295,-3.3895300028295936,-7.593517542176435,-8.797502365598618,60.55685018372803,197.88962769393285,76.77880308564113,105.08971628597232,365.2613214234891,-713.6561522427207
8,-0.1608290587926372,0.3205312382602424,-0.17874773917524633,-0.18132258992760517,-0.30487552992820594,-0.29033944114283167,-2.1012225169123337,-6.3567719475645,2.29487083220635,-3.389489134738639,-7.593421533848239,-8.797534220794677,60.370926235777,197.65754194161298,74.48187163913664,105.0826178585186,365.36247567489727,-713.6548340902509
9,-0.16083385873536044,0.32053493295712426,-0.17858026836886953,-0.18132930611628142,-0.3048780718526198,-0.29033814636144517,-2.100557554583828,-6.356174010657427,2.3143508035926637,-3.3893661155612342,-7.5942532266527705,-8.797643414480188,59.55900243726917,197.06449556707605,75.15435353006069,105.04277891349139,365.0332114625331,-713.6502370322115
10,-0.16083438681784715,0.3205380529187165,-0.17855174189987702,-0.18133154818911293,-0.3048794733185882,-0.29033775759830815,-2.1002120294268116,-6.356065690300817,2.3068582125872488,-3.3893250065377685,-7.594533527658505,-8.79768149178509,59.3246839063447,196.96765449547692,73.86278073093351,105.0257260363185,364.9047510340211,-713.6485855314037
11,-0.1608348111736362,0.32054031237968106,-0.17852028427170216,-0.1813338586357419,-0.30488059163548215,-0.2903373810039803,-2.099822712514715,-6.356790028363393,2.2995427263679407,-3.3892811195309616,-7.5946441073208275,-8.797721166455402,59.165498347994344,196.93553282000468,69.33285649423058,105.0076695071177,364.8874128065665,-713.6468243062524
12,-0.1608357063404561,0.32054205367733374,-0.17845770382602702,-0.18133703629120812,-0.3048816802194369,-0.2903368990408638,-2.0992809683095466,-6.357128979589857,2.3065698739699116,-3.3892168573867876,-7.594608434394324,-8.797776083579489,59.124332238043834,196.9914463358241,67.7428303037273,104.98365290595463,364.9721546583954,-713.6442963526497
13,-0.16083583924769973,0.32054226210673686,-0.17845047870989647,-0.18133737624010535,-0.30488179506762186,-0.2903368496299407,-2.0992253320591825,-6.357069397391883,2.3071812564463814,-3.389209664830625,-7.594604706977589,-8.797781964592005,59.132231086520804,197.0025145309688,68.19804972200231,104.98120582136323,364.97821270079476,-713.6440180272944
14,-0.16083672983779798,0.32054383127112923,-0.17841251973625794,-0.1813393071968311,-0.3048825213398132,-0.2903365755020555,-2.0989275018531517,-6.356743153891666,2.305564475584794,-3.389167569922258,-7.59462107909025,-8.797815320266725,59.213095955301625,197.07370791386515,71.01462528402931,104.96788783413379,364.9741231808339,-713.6424054942472
15,-0.16083746197943938,0.32054524035311976,-0.17838961060815928,-0.18134067165047554,-0.30488310313080524,-0.2903363874918059,-2.0987419831555125,-6.356801009271666,2.3023591578112437,-3.3891365751607605,-7.594673319759829,-8.797838776897146,59.293939596393,197.12304567419952,71.20608108342357,104.95908943618022,364.9366717647681,-713.6412317637786
16,-0.1608376192206509,0.32054553830573534,-0.1783850774250472,-0.18134095491503818,-0.3048832268432812,-0.29033634894777927,-2.0987066406607884,-6.356845076505343,2.3020164481262584,-3.389130017960505,-7.594686909645304,-8.797843627190993,59.311407903590776,197.13210720114014,70.96007401138661,104.95732282470978,364.9274632057033,-713.640984357471
17,-0.16083830377327046,0.32054676818651073,-0.17836505336264194,-0.18134218848929964,-0.30488375948538177,-0.2903361827220204,-2.098566928070192,-6.3570518155258,2.3024084572089456,-3.3891010134368846,-7.594747648286395,-8.797864641514074,59.38301422294284,197.16314865603903,69.25160044166836,104.94983640394693,364.8922092274602,-713.6398914748219
18,-0.16083855356539917,0.3205471876911056,-0.17835719546977802,-0.18134264937081865,-0.30488395249016753,-0.29033612120743624,-2.098520955937592,-6.357097255501939,2.302991786892425,-3.389090005398635,-7.594768260121991,-8.797872437796492,59.40564621339183,197.1702141886959,68.6468876374534,104.94711185377659,364.88363528722044,-713.6394765850739
19,-0.16083879853204724,0.320547590000959,-0.17834902970121805,-0.18134311299978767,-0.30488414264847896,-0.2903360595988347,-2.0984782349757616,-6.3571122627285295,2.303458954106276,-3.3890788484468475,-7.594786601012092,-8.797880243906695,59.42477568650286,197.1742780087853,68.24890273664543,104.94440084629494,364.8783830034775,-713.6390555531005
20,-0.1608391523925127,0.3205481758512383,-0.1783363714801103,-0.18134381085768825,-0.30488442272902816,-0.2903359673136396,-2.0984206013746807,-6.35708715464598,2.303520478872089,-3.3890619145795697,-7.594809047547452,-8.797891914379015,59.44482065614922,197.1740033300886,68.20789130562929,104.94035998778614,364.8763490657104,-713.6384147996614
21,-0.16083919627479956,0.3205482506173063,-0.17833473482052317,-0.1813439001732466,-0.3048844582110691,-0.2903359555371717,-2.098413796784295,-6.357081757481929,2.3034640183981105,-3.3890597363125305,-7.5948114894801275,-8.797893400443327,59.44651161194519,197.1733805462058,68.25165112384981,104.93984509295954,364.8764853241749,-713.6383321796816
22,-0.16083958910955776,0.3205489631863254,-0.17831958501207068,-0.18134473089929384,-0.30488478711995587,-0.2903358463268268,-2.0983564815951183,-6.357046172570828,2.3025486701577154,-3.389039373831959,-7.594830754871583,-8.797907129564944,59.451385337243416,197.16094684124715,68.97268654211499,104.93506369577989,364.8793268541424,-713.6375570026352
23,-0.1608398393367591,0.3205494681254339,-0.1783096395222888,-0.18134528920820273,-0.30488500910999666,-0.290335773212715,-2.0983236405903414,-6.357062420318889,2.30207995805532,-3.3890256002596897,-7.594842056632625,-8.797916252408662,59.442815230307886,197.14589083802375,69.37858225285905,104.93184235193688,364.87981269152874,-713.6370291402799
24,-0.16084000966523535,0.32054983134428694,-0.1783028058482041,-0.1813456796735174,-0.30488516527526494,-0.2903357221920058,-2.0983030743506923,-6.357091496727031,2.3020397327722963,-3.3890159334542047,-7.5948503111603385,-8.79792257702361,59.4309753230208,197.13235521888868,69.37959934451533,104.92957720911382,364.87804244319557,-713.6366566401117
25,-0.1608401314466937,0.3205500956377191,-0.17829789210511868,-0.18134596202593178,-0.3048852784907022,-0.2903356853497516,-2.098289284166874,-6.357113410378494,2.302112209913481,-3.3890089284109006,-7.594856753348596,-8.797927119786834,59.419496735992766,197.12117644605758,69.19707544263605,104.92793037245116,364.8755473278186,-713.6363855560318
26,-0.16084021919912755,0.3205502859888017,-0.1782943358953633,-0.1813461661261914,-0.30488536034646213,-0.29033565874322625,-2.0982798138071987,-6.357125658887839,2.3021604018758417,-3.3890038578799904,-7.594861691654223,-8.797930386708028,59.409753817979905,197.11245030280935,68.99077125436287,104.92673450323723,364.8732382295139,-713.6361886942424
27,-0.16084028531743746,0.32055042844468307,-0.1782916488332785,-0.18134631981292956,-0.3048854219341605,-0.29033563872190876,-2.0982729276275798,-6.357131642797462,2.302166824081004,-3.3890000362707333,-7.594865547626043,-8.79793283702721,59.401665411970995,197.10556335803915,68.81953194993099,104.92583073916995,364.8713414665711,-713.6360399528367
28,-0.16084033593940633,0.3205505366664097,-0.178289588845491,-0.18134643722318075,-0.3048854689347069,-0.2903356234339406,-2.098267794228055,-6.357134192930114,2.3021456580110815,-3.388997114796071,-7.594868552518255,-8.797934703233357,59.39507764864814,197.10013963188976,68.69725910171354,104.92513831234386,364.86987898065723,-713.6359260268273
29,-0.16084037439012105,0.32055061831180515,-0.1782880239957877,-0.18134652616783814,-0.3048855045051644,-0.2903356118567115,-2.09826397211778,-6.3571351097453,2.3021134918829826,-3.388994900553419,-7.594870849441484,-8.797936113615709,59.389865235079924,197.09594724754376,68.6199510279932,104.9246125832947,364.86880647401904,-713.6358395516573
